AssetIDNo,Building,CSI,CSI Div,Callout,Campus,ClassBlanket,ClassCompliance,ClassCondition,ClassInterconnect,ClassPriority,ClassWarranty,CostEstimateatStart,Currently Indiv item tracked?,Currently Waldrop ID Tag?,DistrictResponsible,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyExpires,EqWarrantyStarts,FAIDNo,Floor,Fusion#,GeneralvsFixed,Item,Item a Consumable ?,Latitude,LifeCycleDuration,LifeCycleExpires,Longitide,Make,Model,OM,OMBinderNo,OMDigital,OMTabNo,OrigContract,OrigContractor,Project,Project#,ProjectName,Recommend Indiv item Tracking?,Recommend Waldrop ID Tag?,Room,RoomName,SerialNo,ServiceContract,ServiceContractCo,Sheet,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Submittal,SubmittalDigital,Takeoff,Unnamed: 51,Unnamed: 52,Unnamed: 54,Unnamed: 57,sheet
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,FACP - Fire Alarm Control Panel,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,FATC - Fire Alarm Terminal Cabinet,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Fire Strobes,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,FSCP - Firefighter's Smoke Control Panel,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Knox Box,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Pre-Action Release Panel,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Projector Alarm with Relay,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,SCDC - Smoke Control Damper Cabinet,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,SCTC - Smoke Control Terminal Cabinet,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Security Cameras (CCTV?),No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
,,28-Elec-Safety-Security,28,,City,,,,,,,,?,No,,TBD,,,,,,,,,Smoke Detectors,No,,,,,,,TBD,,,,,,,11250.0,,Yes,No,,,,,,,,,,,TBD,,,,,,,11250
