AssetIDNo,Building,CSI,CSI Div,CSIDiv,Callout,Campus,ClassBlanket,ClassCompliance,ClassCondition,ClassInterconnect,ClassPriority,ClassWarranty,CostEstimateatStart,Currently Indiv item tracked?,Currently Waldrop ID Tag?,DistrictResponsible,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyExpires,EqWarrantyStarts,FAIDNo,Floor,Fusion#,GeneralvsFixed,Item,Item a Consumable ?,Latitude,LifeCycleDuration,LifeCycleExpires,Longitide,Make,Model,OM,OMBinderNo,OMDigital,OMTabNo,OrigContract,OrigContractor,Project,Project#,ProjectName,Recommend Indiv item Tracking?,Recommend Waldrop ID Tag?,Room,RoomName,SerialNo,ServiceContract,ServiceContractCo,Sheet,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Submittal,SubmittalDigital,Takeoff,Unnamed: 51,Unnamed: 52,Unnamed: 54,Unnamed: 57,Unnamed: 60,sheet
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: Sensor,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: Split System - CU (Outside),No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,OK,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: Split System - FC (Inside),No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,OK,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: Thermostats,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: VAV - Variable Air Volume Terminal Schedule,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,OK,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,Yes,No,,TBD,TBD,,,,,,24.0,,Category: Volume Damper,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Operable Gate in Mechanical Screen,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Performance Cert of Compliance Data - HVAC Zones -- See 04-110817 Mech Sheets,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Cert of Compliance Data - Energy Checklist - Opaque Surfaces -- See 04-110817 Mech Sheets,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,?,No,,TBD,TBD,,,,,,24.0,,Category: Diffusers - Exhaust Air,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,?,No,,TBD,TBD,,,,,,24.0,,Category: Diffusers - Return Air,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,?,No,,TBD,TBD,,,,,,24.0,,Category: Diffusers - Supply Air,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,?,No,,TBD,TBD,,,,,,24.0,,Category: Fire Smoke Dampers,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,Yes,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Roof Curbs,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,No,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Exterior Ductwork,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,No,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,,City,,,,,,,,No,No,,TBD,TBD,,,,,,24.0,,Category: Exterior Grilles,No,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,No,No,,,,,,,,,,,TBD,TBD,No,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,16,Office Workstations,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,16,Office Workstations,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,16,Office Workstations,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,18,Briefing Training,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,18,Briefing Training,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-2,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,19,Staff Break,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,19,Staff Break,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,19,Staff Break,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,11,Fitness Center,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,8,Ammo Gun Storage,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,8,Ammo Gun Storage,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,4,Suspect Processing,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,4,Suspect Processing,,,,M2.0,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,115,Senior Lab 2,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-6,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,115,Senior Lab 2,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-6,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,115,Senior Lab 2,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-6,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,114,Senior Lab 1,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-6,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,114,Senior Lab 1,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,112,Student Break,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,112,Student Break,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,112,Student Break,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,111,Admin Work,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,110,Admin Office,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,121,Hallway,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,120,Police Reception,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,117,Officer Workstation,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,119,Admin Office,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,127,Student Lockers,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,127,Student Lockers,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,130,Fac Office,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,128,Dispensary Supply,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,132,Hallway,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,134,Fac Office,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,FC-1,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Fan Coil,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,106,MDF Room,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,103,Women's ,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-2,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,103,Women's ,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,137,Lecture Classroom,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,137,Lecture Classroom,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,1,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,137,Lecture Classroom,,,,M2.1,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-6,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,211,Junior Lab 1,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,216,Freshman Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,216,Freshman Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-2,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,218,Junior Shampoo,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,218,Junior Shampoo,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,218,Junior Shampoo,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,219,Student Lockers,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,219,Student Lockers,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,230,Unisex RR,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,222,Dispensary,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-1,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,224,Advanced Skincare Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,224,Advanced Skincare Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,224,Advanced Skincare Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,224,Advanced Skincare Lab,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,225,Skincare Lecture,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,2,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,225,Skincare Lecture,,,,M2.2,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-2,City,,,,,,,,,,,,TBD,,,,,3,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,330,Hallway,,,,M2.3,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-4,City,,,,,,,,,,,,TBD,,,,,3,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,330,Hallway,,,,M2.3,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-3,City,,,,,,,,,,,,TBD,,,,,3,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,325,Shared Fac Office,,,,M2.3,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-2,City,,,,,,,,,,,,TBD,,,,,3,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,325,Shared Fac Office,,,,M2.3,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,VAV-5,City,,,,,,,,,,,,TBD,,,,,3,24.0,,Variable Air Volume Terminal,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,335,Computer Simulation,,,,M2.3,,,,,,TBD,Yes,,,,,,11220
