AssetIDNo,Building,CSI,CSI Div,CSIDiv,Callout,Campus,ClassBlanket,ClassCompliance,ClassCondition,ClassInterconnect,ClassPriority,ClassWarranty,CostEstimateatStart,Currently Indiv item tracked?,Currently Waldrop ID Tag?,DistrictResponsible,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyExpires,EqWarrantyStarts,FAIDNo,Floor,Fusion#,GeneralvsFixed,Item,Item a Consumable ?,Latitude,LifeCycleDuration,LifeCycleExpires,Longitide,Make,Model,OM,OMBinderNo,OMDigital,OMTabNo,OrigContract,OrigContractor,Project,Project#,ProjectName,Recommend Indiv item Tracking?,Recommend Waldrop ID Tag?,Room,RoomName,SerialNo,ServiceContract,ServiceContractCo,Sheet,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Submittal,SubmittalDigital,Takeoff,Unnamed: 51,Unnamed: 52,Unnamed: 54,Unnamed: 57,Unnamed: 60,sheet
,Voc Tech,23-HVAC,,23,EF-3,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Exhaust Fan,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,FC-2,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Fan Coil,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,FC-3,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Fan Coil,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,AC-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Air Conditioning Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,AC-2,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Air Conditioning Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,AC-3,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Air Conditioning Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,AC-4,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Air Conditioning Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,CU-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Condensing Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,CU-2,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Condensing Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,CU-3,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Condensing Unit,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,B-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Hot Water Boiler,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,B-2,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Hot Water Boiler,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,P-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Pump-Heating Hot Water,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,P-2,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Pump-Heating Hot Water,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,AS-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Air Separator,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,ET-1,City,,,,,,,,,,,,TBD,,,,,R,24.0,,Expansion Tank,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,TBD,Yes,,,,,,11220
,Voc Tech,23-HVAC,,23,EF-1,City,,,,,,,,,,,,TBD,,,,,LL,24.0,,Exhaust Fan,,,,,,,,TBD,,TBD,,,,11220.0,,Career Technology Center,,,LL,Lower Level,,,,M2.0P,,,,,,TBD,Yes,,,,,,11220
